"claim_id","customer_id","incident_cause","claim_date","claim_area","police_report","claim_type","claim_amount","total_policy_claims","fraudulent"
87329176,77510822,"Other driver error","10/30/2018","Auto","Unknown","Material only",NA,2,"No"
3329988,2651069,"Other driver error","09/07/2017","Auto","No","Material only","$1932",1,"Yes"
72207767,8150738,"Natural causes","05/01/2018","Auto","Unknown","Material only","$2210",1,"No"
96723243,67268108,"Other driver error","03/08/2018","Auto","Yes","Material and injury","$41280",2,"No"
14024069,53907868,"Other causes","04/17/2018","Auto","Unknown","Material and injury","$26620",1,"No"
74762827,86246733,"Driver error","12/10/2017","Auto","Unknown","Material and injury","$26520",2,"No"
78826857,45568489,"Other driver error","05/09/2017","Auto","Yes","Material and injury","$14480",3,"No"
96335300,28032985,"Other causes","03/02/2017","Auto","No","Material only","$1800",2,"No"
45953414,33210182,"Crime","01/13/2018","Auto","Yes","Material only","$2020",1,"No"
81667658,24731784,"Natural causes","07/07/2018","Auto","No","Material only","$1260",1,"No"
5222877,36126424,"Driver error","10/23/2018","Auto","Unknown","Material and injury","$20550",1,"No"
76523655,95452498,"Other causes","04/05/2017","Auto","No","Material only","$2219.5",1,"Yes"
70512964,22756942,"Driver error","01/01/2017","Auto","Yes","Injury only","$20310",1,"No"
13217364,62489316,"Other causes","08/31/2017","Auto","No","Material only","$2330",1,"No"
6174643,4825461,"Other driver error","07/15/2017","Auto","Yes","Material and injury","$32960",1,"No"
89056979,63915259,"Other causes","09/26/2018","Home","Yes","Material and injury","$18530",1,"No"
94690483,6723724,"Natural causes","09/27/2017","Auto","Unknown","Material only","$1679",1,"Yes"
84029944,51719336,"Other causes","01/20/2018","Home","Unknown","Material only","$2070",1,"Yes"
52259939,89808931,"Driver error","07/20/2018","Home","No","Material only","$2750",1,"No"
40350951,55105629,"Natural causes","10/17/2017","Auto","No","Material only","$1860",1,"No"
71274497,79076502,"Other driver error","10/31/2017","Auto","Unknown","Material only","$1380",1,"No"
49550521,81131066,"Other causes","12/30/2017","Auto","No","Material only","$1920",2,"No"
45433267,75995055,"Other causes","06/17/2018","Auto","Yes","Injury only","$36350",1,"No"
43558718,24425429,"Natural causes","10/16/2018","Auto","No","Material only","$1450",1,"No"
3465669,51382348,"Natural causes","02/23/2017","Home","No","Injury only","$39928",1,"Yes"
79446773,18842829,"Driver error","03/02/2017","Auto","No","Material only","$2450",1,"No"
172149,98180346,"Other causes","06/04/2017","Auto","No","Material only","$2810",1,"No"
52442756,53013094,"Natural causes","06/30/2018","Auto","Unknown","Material only",NA,1,"No"
79612644,25263633,"Other causes","06/10/2018","Auto","No","Material only","$2470",2,"No"
61900903,16444738,"Other causes","08/31/2017","Auto","No","Material only","$1207.5",1,"Yes"
15605014,64231993,"Natural causes","03/01/2018","Home","No","Material and injury","$29690",1,"No"
81628285,89530919,"Driver error","04/24/2018","Auto","No","Material only","$2450",1,"No"
98795403,38011078,"Crime","10/30/2018","Auto","Unknown","Material only","$1940",1,"No"
49252712,76314493,"Other driver error","09/14/2017","Home","No","Material only",NA,1,"No"
60882662,51975640,"Other driver error","10/16/2018","Auto","No","Material and injury","$32150",2,"No"
35866339,47593642,"Crime","04/04/2018","Auto","Unknown","Material only","$1750",1,"No"
80529502,42439009,"Driver error","03/01/2018","Auto","Unknown","Injury only","$28950",1,"No"
41063309,51613894,"Other causes","03/28/2018","Home","Unknown","Material and injury",NA,1,"No"
69278867,49078798,"Natural causes","02/02/2018","Auto","No","Material only","$1350",1,"No"
49821811,17822772,"Driver error","03/14/2018","Auto","Unknown","Injury only","$33200",1,"No"
34596802,94643289,"Driver error","03/14/2018","Auto","No","Material and injury","$45287",1,"Yes"
3366766,47535244,"Natural causes","06/10/2018","Auto","No","Material only","$2530",1,"Yes"
18972174,70770204,"Driver error","04/17/2018","Auto","Unknown","Injury only","$28050",1,"No"
32084957,92171044,"Driver error","07/15/2017","Auto","No","Material only","$2277",1,"Yes"
44626119,98218159,"Other driver error","12/10/2017","Auto","No","Material only","$2840",1,"No"
18497939,24112592,"Other driver error","03/28/2018","Auto","No","Material only","$2130",1,"No"
2031695,97053819,"Other causes","06/03/2018","Auto","No","Material only","$2070",1,"No"
31272774,88484857,"Other causes","09/19/2018","Auto","No","Material only","$1900",NA,"No"
62487859,89965541,"Driver error","12/10/2017","Auto","No","Material only","$2810",1,"No"
1374365,96431710,"Crime","08/24/2017","Auto","No","Material and injury","$24713.5",1,"Yes"
33911305,13059025,"Natural causes","07/28/2017","Auto","No","Material only","$2220",1,"No"
3311108,49481916,"Other causes","09/19/2018","Auto","No","Material only",NA,2,"Yes"
28520503,10956208,"Natural causes","02/02/2018","Auto","No","Material only","$1210",1,"No"
76387481,43059280,"Natural causes","06/25/2017","Home","Yes","Material and injury","$38970",1,"No"
92399694,92971195,"Other driver error","09/26/2018","Home","No","Material only","$1140",1,"No"
49171996,97578924,"Other causes","08/23/2018","Home","No","Material only","$2360",1,"No"
33733739,81790039,"Driver error","03/22/2017","Auto","No","Material and injury","$19640",1,"No"
27931854,36812323,"Other driver error","01/27/2017","Auto","Yes","Material and injury","$14170",1,"No"
86062955,63544225,"Crime","08/30/2018","Auto","No","Material only","$1100",1,"No"
70068,4669941,"Driver error","11/06/2017","Auto","Unknown","Injury only","$29900",1,"Yes"
77337624,64395359,"Other causes","05/22/2017","Auto","Yes","Injury only","$20970",1,"No"
36457152,25634799,"Driver error","01/01/2017","Auto","No","Material only","$2900",2,"No"
67359535,31654316,"Other driver error","04/05/2017","Home","Unknown","Material and injury","$35800",3,"No"
38907463,49499709,"Driver error","05/15/2017","Auto","No","Material only","$2130",2,"No"
43384286,45415342,"Other causes","06/03/2018","Auto","No","Material and injury","$24080",1,"No"
18696192,72734097,"Driver error","07/01/2017","Auto","Yes","Material and injury","$34590",1,"No"
27981652,94707309,"Crime","02/17/2017","Auto","No","Material only","$1870",3,"No"
34691767,84750181,"Other driver error","03/09/2017","Home","No","Material only","$2370",4,"No"
47497964,58380749,"Other driver error","12/10/2017","Auto","Yes","Injury only","$26130",1,"No"
6794881,42345842,"Other causes","12/24/2017","Auto","Unknown","Material only","$1150",1,"Yes"
26044648,54103924,"Driver error","04/24/2018","Auto","Unknown","Material and injury","$23370",3,"No"
10605433,48099288,"Other causes","10/09/2018","Auto","No","Material only","$2090",1,"No"
11113092,57896241,"Driver error","04/05/2017","Auto","Unknown","Material and injury","$30420",1,"No"
83523623,70730377,"Driver error","03/14/2018","Auto","No","Material only","$2750",2,"No"
61143364,6125426,"Other driver error","01/13/2018","Auto","No","Material only",NA,1,"No"
71246528,48227009,"Natural causes","01/20/2018","Auto","No","Material only","$1570",1,"No"
66730599,86308184,"Other driver error","08/04/2017","Auto","Yes","Material only","$1110",1,"No"
94242984,69065193,"Other driver error","10/09/2018","Auto","Unknown","Material and injury","$36075.5",4,"Yes"
95444389,79846638,"Crime","03/09/2017","Auto","No","Material only","$1260",1,"No"
47371265,38047917,"Driver error","12/17/2017","Auto","Yes","Injury only","$22440",1,"No"
18736499,73611258,"Other driver error","08/11/2017","Auto","No","Injury only","$21620",1,"No"
58956535,14696479,"Other causes","02/23/2017","Auto","No","Material only","$1540",1,"No"
6683382,25166037,"Other driver error","04/12/2017","Home","Unknown","Injury only","$24610",1,"No"
50906515,1123356,"Crime","08/23/2018","Auto","No","Material only","$2507",5,"Yes"
71712774,97162684,"Other causes","08/18/2017","Auto","Unknown","Material and injury","$20769",1,"Yes"
24181936,95055469,"Crime","08/18/2017","Auto","No","Material only","$2990",1,"No"
7575702,56985179,"Driver error","10/17/2017","Auto","No","Material only","$2967",4,"Yes"
25993027,69039320,"Driver error","06/03/2018","Auto","No","Material only","$1780",1,"No"
22476290,84514444,"Other causes","07/08/2017","Auto","No","Injury only","$30840",5,"No"
75954321,79953263,"Other causes","03/28/2018","Auto","Yes","Injury only","$32680",1,"No"
50921792,15557396,"Other causes","10/17/2017","Auto","Yes","Material and injury",NA,3,"No"
21915563,95002919,"Natural causes","06/30/2018","Home","No","Material and injury","$31110",1,"No"
75623323,7612094,"Natural causes","09/06/2018","Auto","No","Material only","$2771.5",1,"Yes"
48509529,53260501,"Natural causes","03/02/2017","Auto","No","Material only","$1000",1,"No"
87476916,92072156,"Natural causes","09/12/2018","Auto","Yes","Material only","$2970",1,"No"
25416969,77570823,"Natural causes","06/25/2017","Auto","No","Material only","$2230",1,"No"
24709692,69010101,"Natural causes","04/25/2017","Auto","Unknown","Material only","$3427",1,"Yes"
26773102,1223055,"Natural causes","10/31/2017","Auto","Yes","Injury only","$33490",3,"No"
92714664,9884792,"Driver error","09/14/2017","Auto","Unknown","Injury only","$29630",1,"No"
3502909,1144598,"Driver error","03/22/2017","Auto","Unknown","Injury only","$25010",1,"No"
26836009,59716520,"Other causes","11/27/2017","Home","No","Material only","$1020",1,"No"
43253975,59056552,"Driver error","06/30/2018","Auto","Yes","Injury only",NA,1,"No"
9075822,25164999,"Other driver error","03/08/2018","Auto","No","Material only","$1909",1,"Yes"
34549771,70761779,"Other causes","08/24/2017","Auto","Unknown","Injury only","$14460",6,"No"
1756485,62934102,"Other driver error","05/21/2018","Auto","Yes","Material and injury","$39280",3,"No"
75847149,11472207,"Natural causes","12/30/2017","Auto","Unknown","Material and injury","$44367",1,"Yes"
1624094,97856694,"Natural causes","03/02/2017","Auto","Unknown","Material only","$2392",1,"Yes"
13132889,86818440,"Other causes","03/21/2018","Auto","Unknown","Material and injury","$31901",1,"Yes"
22577147,66433138,"Driver error","02/23/2017","Auto","No","Material and injury","$21447.5",2,"Yes"
24589924,87806611,"Other causes","03/14/2018","Auto","Unknown","Material only","$2950",1,"No"
43099766,36252121,"Driver error","11/06/2017","Auto","No","Injury only","$22000",4,"No"
85048276,19916012,"Driver error","01/14/2017","Auto","No","Material only","$1860",1,"No"
43196799,79440308,"Other causes","05/22/2017","Auto","Unknown","Material only","$1620",1,"No"
49818123,23116437,"Other driver error","01/21/2017","Auto","No","Material only",NA,1,"No"
7292900,58957713,"Other causes","07/22/2017","Auto","No","Material only","$2806",1,"Yes"
76290659,4798021,"Other driver error","05/01/2018","Auto","No","Material only","$1170",1,"No"
84441293,83441797,"Other driver error","05/07/2018","Auto","No","Material only","$1630",2,"No"
12379231,30154531,"Other causes","10/04/2017","Auto","No","Material only","$3013",1,"Yes"
47755129,38117638,"Other driver error","02/03/2017","Auto","No","Material only","$2060",1,"No"
30272514,12112711,"Other driver error","03/16/2017","Auto","No","Material only","$1276.5",1,"Yes"
86258669,4652602,"Other causes","08/16/2018","Auto","No","Material only","$1320",1,"No"
95320599,45187280,"Other causes","08/11/2017","Auto","Yes","Injury only","$33030",2,"No"
59321838,77930023,"Driver error","07/01/2017","Auto","No","Material only",NA,1,"Yes"
72555621,58934617,"Other causes","09/19/2018","Auto","Yes","Injury only","$27002",3,"Yes"
83266482,41182960,"Other causes","07/27/2018","Home","No","Material only","$2060",1,"No"
88595857,64488618,"Driver error","10/17/2017","Auto","Yes","Material only","$1630",1,"No"
76745084,59793026,"Other driver error","09/07/2017","Auto","Yes","Material and injury","$40210",1,"No"
16468239,86621072,"Other causes","07/20/2018","Auto","No","Material only","$1173",1,"Yes"
51476665,47250458,"Driver error","12/30/2017","Auto","No","Material only","$1630",2,"No"
45642452,35163792,"Other causes","07/20/2018","Auto","Yes","Material and injury","$20080",2,"No"
72815943,93871952,"Other driver error","07/20/2018","Auto","Yes","Material and injury","$16880",3,"No"
99281527,32464636,"Driver error","10/31/2017","Auto","No","Material only","$2323",1,"Yes"
14638010,7583158,"Other driver error","03/16/2017","Auto","Yes","Injury only","$19820",NA,"No"
8962657,80670612,"Other driver error","04/10/2018","Auto","Unknown","Injury only","$20630",5,"No"
58488479,21840201,"Driver error","02/09/2018","Auto","Yes","Material only","$1510",1,"No"
40759519,29130403,"Driver error","10/03/2018","Auto","No","Material only",NA,1,"Yes"
32110693,89806715,"Crime","08/30/2018","Auto","Unknown","Material only","$1710",1,"No"
93285588,56016139,"Natural causes","04/04/2018","Auto","Unknown","Material only","$2219.5",1,"Yes"
88210615,20028241,"Driver error","05/29/2017","Auto","No","Material only","$2940",1,"No"
84019240,98341654,"Crime","12/03/2017","Auto","Unknown","Material only","$2370",1,"No"
21491548,44643917,"Other driver error","09/06/2018","Auto","Yes","Material and injury","$41320",NA,"No"
45568058,76185878,"Driver error","11/27/2017","Auto","No","Material only","$3231.5",1,"Yes"
63762170,18665169,"Other causes","07/22/2017","Auto","No","Injury only","$37500",2,"No"
28889442,17177153,"Other causes","09/20/2017","Auto","Unknown","Material only","$2670",1,"No"
61678713,84736739,"Other driver error","12/03/2017","Auto","Yes","Material and injury","$35800",1,"No"
6234135,20110599,"Other causes","04/05/2017","Auto","Unknown","Material only","$2050",1,"No"
37251197,15635627,"Other causes","08/10/2018","Auto","Yes","Material only",NA,1,"No"
95057151,3374112,"Natural causes","03/01/2018","Auto","Yes","Material and injury","$25580",1,"No"
16011067,78415715,"Natural causes","10/10/2017","Auto","Unknown","Material and injury","$39370",1,"No"
63446024,83080037,"Driver error","01/13/2018","Auto","Unknown","Injury only","$17250",1,"No"
61885878,74017955,"Driver error","12/30/2017","Auto","Unknown","Material only","$2090",NA,"No"
59248480,33372791,"Other causes","06/18/2017","Auto","No","Material only","$2430",1,"No"
11123788,48874104,"Natural causes","01/14/2017","Auto","No","Material only","$1700",1,"No"
45511318,61822144,"Driver error","08/11/2017","Auto","Unknown","Material only",NA,1,"No"
23742797,95418320,"Driver error","08/30/2018","Auto","No","Material only","$2820",1,"No"
59407693,26450621,"Natural causes","05/21/2018","Auto","No","Material only","$2960",1,"No"
46459799,64622520,"Natural causes","11/27/2017","Auto","No","Material only","$2170",3,"No"
92089192,32521691,"Driver error","10/16/2018","Auto","No","Material only","$2320",4,"No"
28708429,39444603,"Driver error","12/03/2017","Auto","No","Material only","$2320",1,"No"
75363718,48960366,"Driver error","04/04/2018","Auto","No","Material and injury","$31450",1,"No"
15267466,80701300,"Other causes","09/06/2018","Auto","Yes","Material only","$1150",2,"Yes"
38645590,13275896,"Natural causes","08/04/2017","Auto","No","Material and injury","$23450",1,"No"
27334507,62816998,"Other driver error","05/02/2017","Auto","No","Injury only","$13710",2,"No"
85427127,85700566,"Other causes","01/13/2018","Auto","Unknown","Material and injury","$16100",1,"No"
9552601,81138909,"Other causes","03/22/2017","Auto","Unknown","Material only","$2580",1,"No"
5182265,31115028,"Other driver error","03/28/2018","Auto","Unknown","Material only","$2600",1,"No"
27490821,59843845,"Driver error","10/03/2018","Auto","No","Material and injury","$25730",2,"No"
39605405,75471235,"Natural causes","08/10/2018","Auto","No","Material and injury","$40540",1,"No"
5425811,37365245,"Natural causes","01/14/2017","Auto","No","Material only","$1500",2,"No"
91660260,30886292,"Other driver error","08/24/2017","Auto","Unknown","Material only","$2950",1,"No"
30877914,20094340,"Natural causes","09/07/2017","Auto","No","Material only","$1060",1,"No"
8981804,40948894,"Other driver error","08/24/2017","Auto","Yes","Injury only","$37170",NA,"No"
18428326,59903277,"Other causes","03/29/2017","Auto","No","Material only","$2185",2,"Yes"
80956687,4412055,"Other causes","06/30/2018","Auto","Unknown","Material and injury","$37869.5",4,"Yes"
81516433,63302691,"Crime","05/21/2018","Auto","No","Material only","$1820",1,"No"
50068652,69473158,"Driver error","08/30/2018","Auto","No","Material only","$2070",1,"No"
58428742,30943507,"Driver error","05/21/2018","Auto","No","Material and injury","$16040",1,"No"
78382955,88072232,"Other driver error","06/04/2017","Auto","Yes","Material and injury","$27310",3,"No"
49401942,17859000,"Crime","02/10/2017","Auto","No","Material only","$2550",1,"No"
69139904,44758258,"Driver error","06/18/2017","Auto","Unknown","Material and injury","$27910",1,"No"
43043339,59389375,"Other causes","12/17/2017","Auto","Yes","Injury only","$29480",3,"No"
11023718,56357617,"Natural causes","04/04/2018","Auto","Unknown","Material only","$1300",1,"No"
76743826,82034436,"Other causes","12/24/2017","Auto","No","Injury only","$37630",1,"No"
50964521,85532819,"Driver error","11/06/2017","Auto","Yes","Material and injury","$25950",3,"No"
73283463,23741962,"Other causes","08/16/2018","Auto","Unknown","Material and injury","$27240",1,"No"
64388927,96543848,"Other driver error","08/31/2017","Auto","No","Injury only","$30340",1,"No"
81102722,91135917,"Other driver error","09/12/2018","Auto","No","Material only","$2710",1,"No"
35782742,524545,"Other driver error","07/27/2018","Auto","No","Injury only","$35250",3,"No"
75276533,89479887,"Driver error","03/09/2017","Home","Yes","Injury only","$38890",2,"No"
42320818,73495163,"Driver error","12/03/2017","Auto","Yes","Material and injury","$22570",1,"No"
60904940,49889657,"Natural causes","05/01/2018","Auto","Unknown","Material only","$1140",1,"No"
32944599,96931053,"Other causes","06/23/2018","Home","Yes","Injury only","$38120",1,"No"
4881066,1300972,"Crime","03/21/2018","Home","No","Material only","$2369",1,"Yes"
96406656,83887508,"Crime","11/06/2017","Auto","No","Material only",NA,3,"Yes"
89967218,53897607,"Other causes","03/02/2017","Auto","Unknown","Material only","$1200",1,"No"
63627029,92392817,"Other driver error","12/24/2017","Auto","Unknown","Material only","$2081.5",1,"Yes"
75778891,75086914,"Other causes","04/10/2018","Auto","No","Material only","$1050",1,"No"
88804995,27868943,"Other driver error","11/27/2017","Auto","No","Material only","$2550",2,"No"
73841606,42238302,"Driver error","11/13/2017","Auto","Unknown","Material only","$2590",2,"No"
49124611,83882449,"Driver error","09/20/2017","Home","Yes","Material only","$1644.5",1,"Yes"
40460618,53191091,"Crime","03/22/2017","Auto","Unknown","Material only","$1265",1,"Yes"
64046224,55836042,"Driver error","03/08/2018","Home","No","Material only","$1863",1,"Yes"
9124181,19796899,"Other driver error","04/04/2018","Auto","Yes","Material and injury","$24667.5",1,"Yes"
42019165,42014103,"Driver error","12/30/2017","Home","No","Material only","$2288.5",4,"Yes"
57175639,66632396,"Driver error","08/11/2017","Auto","No","Material only","$1810",1,"No"
56413364,34778857,"Driver error","04/25/2017","Auto","Unknown","Material and injury","$30015",1,"Yes"
4257735,28437868,"Other driver error","09/26/2018","Auto","No","Material only","$1300",1,"No"
98954915,85641672,"Crime","03/14/2018","Auto","No","Material only","$1860",1,"No"
49758082,86985239,"Driver error","06/18/2017","Auto","No","Material and injury","$40880",1,"No"
2434059,19409471,"Other driver error","06/18/2017","Auto","No","Material only","$1550",1,"No"
70156112,98537509,"Driver error","06/03/2018","Auto","Unknown","Material and injury","$20033",3,"Yes"
25838638,36871042,"Other causes","04/25/2017","Auto","No","Material and injury","$20230",1,"No"
16726169,62206180,"Driver error","06/17/2018","Auto","No","Material only","$1670",2,"No"
74582054,6448629,"Other causes","04/17/2018","Auto","Unknown","Material only","$2714",1,"Yes"
78146904,30197131,"Other driver error","06/17/2018","Auto","No","Injury only","$19297",1,"Yes"
95997859,7988398,"Driver error","07/22/2017","Auto","Unknown","Injury only","$14720",1,"No"
37688454,13687085,"Driver error","01/13/2018","Auto","Unknown","Injury only","$16760",1,"No"
32756328,30864915,"Driver error","05/28/2018","Auto","No","Material only","$2440",1,"No"
80167666,44665885,"Other driver error","07/07/2018","Auto","Yes","Material and injury","$40170",1,"No"
2772206,14604149,"Driver error","03/29/2017","Auto","Yes","Material and injury","$36350",1,"No"
41574198,9600820,"Other causes","09/06/2018","Auto","Unknown","Injury only","$29830",1,"No"
51377827,54275114,"Other driver error","05/14/2018","Auto","Yes","Material and injury","$29530",1,"No"
81369109,24065986,"Natural causes","10/03/2018","Home","Yes","Injury only","$34970",1,"No"
62827687,52208972,"Other causes","02/02/2018","Home","No","Material only","$2550",1,"No"
22489374,13435761,"Natural causes","04/18/2017","Auto","No","Material only","$2590",1,"No"
55881539,64916376,"Other causes","01/27/2017","Auto","No","Material only","$2850",2,"No"
49545697,35895151,"Driver error","03/08/2018","Auto","No","Material only","$2470",3,"No"
2248378,8201624,"Natural causes","05/22/2017","Auto","No","Material only","$2932.5",4,"Yes"
21658094,55933927,"Other causes","07/20/2018","Home","No","Material and injury","$27404.5",2,"Yes"
86096444,65899365,"Driver error","07/14/2018","Auto","No","Material and injury","$34160",1,"No"
32067078,57025376,"Other driver error","05/15/2017","Auto","No","Material only","$1430",1,"No"
96864459,92189083,"Natural causes","05/28/2018","Auto","Yes","Injury only","$19960",4,"No"
45600936,83836752,"Other driver error","04/24/2018","Auto","No","Material only","$1480",2,"No"
85493235,43806629,"Other driver error","07/07/2018","Home","No","Material only","$2960",3,"No"
65990431,7303971,"Natural causes","06/03/2018","Auto","No","Material only","$1170",1,"No"
52113932,35189228,"Driver error","06/17/2018","Home","Unknown","Material only","$1280",1,"No"
33229705,47879133,"Natural causes","02/22/2018","Auto","No","Material only","$1110",4,"No"
31609133,25550440,"Natural causes","03/08/2018","Auto","Unknown","Material and injury","$17721.5",1,"Yes"
48386458,38718253,"Other causes","11/13/2017","Auto","Unknown","Injury only","$30060",1,"No"
37692448,44632301,"Other driver error","01/06/2018","Auto","Yes","Injury only","$44666",1,"Yes"
50552314,46691405,"Other causes","07/22/2017","Auto","Unknown","Injury only","$28230",1,"No"
59164542,96395873,"Crime","09/20/2017","Auto","No","Material only","$2410",1,"No"
35976362,25582668,"Natural causes","06/11/2017","Auto","No","Material only","$1265",1,"Yes"
61950339,21969808,"Natural causes","05/21/2018","Auto","No","Material only","$1725",1,"Yes"
86644908,56525103,"Other driver error","04/17/2018","Auto","Unknown","Injury only","$19320",1,"No"
98940053,59510159,"Other driver error","05/15/2017","Auto","No","Material only","$2430",3,"No"
49974494,76666463,"Crime","08/11/2017","Auto","No","Material only","$1000",2,"No"
26308516,10330113,"Other causes","12/17/2017","Auto","No","Material and injury","$29060",3,"No"
9129053,85250389,"Other driver error","03/02/2017","Auto","Unknown","Injury only","$24380",1,"Yes"
13865732,17330419,"Crime","03/16/2017","Auto","Unknown","Material and injury","$33210",1,"No"
53902980,62935855,"Other driver error","08/18/2017","Auto","No","Material only","$2370",1,"No"
52239485,27304494,"Other causes","06/17/2018","Auto","Unknown","Material and injury","$26630",1,"No"
53831641,15820948,"Driver error","09/27/2017","Auto","Yes","Material and injury","$14570",1,"No"
97044473,25989608,"Other driver error","06/18/2017","Auto","No","Material only","$1700",1,"No"
55084633,64214079,"Other causes","06/18/2017","Auto","Yes","Material and injury","$30230",1,"No"
54580698,58468142,"Natural causes","05/09/2017","Auto","No","Material only","$1300",1,"No"
39063220,12108789,"Other causes","03/14/2018","Auto","Yes","Material and injury","$23851",1,"Yes"
37576598,25365364,"Other causes","02/10/2017","Auto","No","Material only","$1100",2,"No"
70575561,76339681,"Crime","09/06/2018","Home","Unknown","Material only","$1910",1,"No"
97666948,97514724,"Driver error","01/01/2017","Home","No","Injury only","$19120",1,"No"
6429479,14501963,"Driver error","10/24/2017","Auto","No","Material and injury","$47748",3,"Yes"
76762783,41673539,"Crime","01/06/2018","Auto","Yes","Material and injury","$44838.5",1,"Yes"
45452514,47730331,"Other causes","08/23/2018","Home","Unknown","Material only","$1580",1,"No"
39518274,91180828,"Other causes","09/26/2018","Auto","Unknown","Material and injury","$28382",1,"Yes"
32160912,86237672,"Natural causes","02/09/2018","Auto","Unknown","Material only","$1530",1,"No"
6313876,47437882,"Other driver error","06/25/2017","Auto","Unknown","Material and injury","$27830",2,"No"
62249925,87092211,"Driver error","10/09/2018","Auto","No","Material only","$2340",1,"No"
80402957,49820646,"Driver error","09/06/2018","Auto","Unknown","Material and injury","$22011",2,"Yes"
27354249,77542013,"Driver error","05/15/2017","Auto","No","Material only","$2540",1,"No"
24770112,40950455,"Natural causes","08/24/2017","Auto","No","Material only","$2790",1,"No"
66888980,97115629,"Other causes","04/04/2018","Auto","No","Material only","$2910",1,"No"
68461060,30831279,"Other causes","01/27/2017","Auto","Yes","Injury only","$20720",1,"No"
54174244,28866353,"Crime","09/14/2017","Auto","No","Material only","$2334.5",1,"Yes"
24522981,23142036,"Other driver error","08/04/2017","Auto","Yes","Material only","$1600",1,"No"
6643536,89986804,"Other causes","11/27/2017","Auto","Yes","Material and injury","$37380",1,"No"
80758625,44467682,"Driver error","04/04/2018","Home","No","Material only","$1460",4,"No"
80523716,45812655,"Driver error","10/16/2018","Home","No","Material only","$1790",1,"No"
48518908,49531152,"Driver error","01/21/2017","Auto","Unknown","Material only","$1040",1,"No"
18739929,5152503,"Crime","01/07/2017","Auto","No","Material only","$1759.5",4,"Yes"
94983660,41093135,"Driver error","03/08/2018","Auto","Unknown","Material and injury","$29480",1,"No"
73658027,61806100,"Crime","09/20/2017","Auto","Unknown","Material only","$1040",2,"No"
81308209,81909700,"Natural causes","04/04/2018","Home","No","Material only","$2440",1,"No"
39795153,7891758,"Natural causes","07/07/2018","Auto","No","Material only","$1140",1,"No"
29685280,95560169,"Other driver error","02/23/2017","Auto","Unknown","Injury only","$34950",1,"No"
77152566,48477566,"Other driver error","03/22/2017","Auto","No","Material only","$2980",1,"No"
30280492,84147585,"Driver error","01/07/2017","Auto","Unknown","Material only","$2380",1,"No"
23938559,85357756,"Driver error","02/23/2017","Auto","No","Material only","$2130",1,"No"
2432399,53539195,"Other causes","12/24/2017","Home","No","Material only","$2480",1,"No"
72674711,9775143,"Other driver error","06/03/2018","Auto","No","Material only","$2130",1,"No"
54642809,39959491,"Driver error","09/06/2018","Auto","Unknown","Material only","$2720",1,"No"
98163164,69355027,"Crime","09/26/2018","Auto","Unknown","Material only","$2950",1,"No"
3679965,95639174,"Natural causes","08/04/2017","Auto","No","Material only","$2840",4,"No"
68733687,82028774,"Driver error","03/29/2017","Auto","Unknown","Material and injury","$38065",4,"Yes"
83531718,48673624,"Driver error","10/10/2017","Auto","Yes","Material and injury","$26440",2,"No"
89824066,41009394,"Other causes","02/23/2017","Auto","No","Material only",NA,4,"Yes"
47009317,42726730,"Other causes","05/07/2018","Auto","Unknown","Material and injury","$28400",1,"No"
75950191,18062339,"Driver error","10/03/2018","Auto","Unknown","Material only","$1320",1,"No"
19454050,6540281,"Other causes","01/13/2018","Auto","No","Material only","$2120",1,"No"
41214204,61582066,"Natural causes","02/15/2018","Auto","No","Material only","$2000",1,"No"
14042956,49058491,"Crime","10/17/2017","Auto","Unknown","Material only","$2150",1,"No"
42133860,3124373,"Natural causes","01/21/2017","Auto","Unknown","Material only","$1350",2,"No"
7265365,5345468,"Other causes","07/08/2017","Auto","Unknown","Injury only","$18570",1,"No"
78221963,84147585,"Driver error","04/10/2018","Auto","Yes","Injury only","$14430",4,"No"
1654201,85357756,"Driver error","06/23/2018","Auto","Unknown","Material only","$2510",1,"No"
41779510,53539195,"Driver error","10/03/2018","Home","No","Injury only","$25040",1,"No"
47786788,47153140,"Natural causes","10/24/2017","Auto","No","Material only","$1700",1,"No"
2725264,34369658,"Other causes","05/22/2017","Auto","No","Material only","$2330",1,"No"
7384147,14477985,"Natural causes","05/02/2017","Auto","Unknown","Injury only","$13100",5,"No"
36174594,66521317,"Natural causes","03/16/2017","Auto","No","Material only",NA,1,"No"
91772998,9081086,"Driver error","04/24/2018","Auto","Yes","Injury only","$34470",1,"No"
8216191,47237571,"Other causes","08/16/2018","Home","No","Material and injury","$40930",1,"No"
63017412,30308357,"Driver error","04/04/2018","Auto","No","Material only","$1950",6,"No"
91609100,47830476,"Natural causes","04/12/2017","Auto","Unknown","Material only","$1440",1,"No"
39219616,19269962,"Other causes","09/26/2018","Auto","No","Material only","$2240",2,"No"
91475471,21831191,"Driver error","02/09/2018","Auto","Unknown","Material and injury","$36810",1,"No"
67389802,91010040,"Crime","08/16/2018","Auto","No","Material only","$2460",1,"No"
17961815,69050904,"Natural causes","07/14/2018","Auto","No","Material only","$1060",1,"No"
16637107,69128619,"Natural causes","08/23/2018","Home","No","Material and injury","$19040",4,"No"
18226024,76933532,"Other causes","01/26/2018","Auto","No","Material only","$2150",3,"No"
83706832,25174766,"Other driver error","02/23/2017","Auto","No","Material only","$1060",1,"No"
