AccountId,AccountName,Region,Division,City,State,Tier,Month,Sales2015,Sales2016,Units2015,Units2016,TargetAchevied2015,TargetAchevied2016
3727,Account549,Central,STAMPEDE,FORT WORTH W,TX,Med,May,15850.26,15659.05,6,6,0.88,1.23
3730,Account550,West,DIAMONDBACK,LUBBOCK,TX,Med,Nov,0,2663.79,0,1,1.29,1.25
3730,Account550,West,DIAMONDBACK,LUBBOCK,TX,Med,Feb,0,12930.28,0,5,1.16,1.41
3733,Account551,West,DIAMONDBACK,EL PASO,TX,Med,Jan,2537.43,2530.6,1,1,0.78,1.16
3733,Account551,West,DIAMONDBACK,EL PASO,TX,Med,Jul,21206.88,50242.77,8.3333,20,0.74,1.5
3734,Account552,West,HAILSTORM,DENVER S,CO,Low,Oct,0,4418,0,2,1.04,1.02
3734,Account552,West,HAILSTORM,DENVER S,CO,Low,Dec,4418,0,2,0,0.83,1.16
3737,Account553,West,HAILSTORM,DENVER S,CO,Low,May,4418,0,2,0,0.98,0.91
3737,Account553,West,HAILSTORM,DENVER S,CO,Low,Sep,0,9095.88,0,6,0.85,0.92
3740,Account555,West,NORTHWEST,SPOKANE,WA,High,Jan,0,3475.93,0,1,1.28,1.15
3741,Account556,West,CHARGERS,BOISE,ID,High,May,2602.99,4805.79,1,2,1.36,1.29
3741,Account556,West,CHARGERS,BOISE,ID,High,Jul,10011.77,10411.96,4,4,0.88,1.23
3743,Account557,West,NORTHWEST,SPOKANE,WA,Low,Feb,0,2209,0,1,0.93,1.17
3745,Account558,West,CHARGERS,SALT LAKE CITY,UT,High,Sep,0,3475.93,0,1,1.17,1.28
3745,Account558,West,CHARGERS,SALT LAKE CITY,UT,High,Sep,13903.72,10427.79,4,3,1.1,1.46
3748,Account559,West,CHARGERS,SALT LAKE CITY,UT,High,Aug,10427.79,6951.86,3,2,1.28,1.12
3748,Account559,West,CHARGERS,SALT LAKE CITY,UT,High,Sep,14346.56,10427.79,4,3,0.72,1.43
3749,Account560,West,CHARGERS,SALT LAKE CITY,UT,High,Dec,0,17379.65,0,5,1.2,1.28
3753,Account561,West,DIAMONDBACK,SCOTTSDALE,AZ,Low,Apr,0,19881,0,9,1.08,1.45
3754,Account562,West,DIAMONDBACK,PHOENIX W,AZ,High,Jun,4418,22090,2,10,1.42,0.94
3755,Account563,West,DIAMONDBACK,PHOENIX W,AZ,High,Jan,0,2858.71,0,1,1.37,1.32
3756,Account564,West,DIAMONDBACK,PHOENIX W,AZ,High,Apr,2858.71,2858.71,1,1,0.84,1.26
3756,Account564,West,DIAMONDBACK,PHOENIX W,AZ,High,Sep,16318.04,8159.02,6,3,1.08,1.17
3760,Account565,West,DIAMONDBACK,PHOENIX S,AZ,Low,Mar,10500.78,52352.27,3,16,1.42,1.12
3761,Account566,West,DIAMONDBACK,SCOTTSDALE,AZ,Med,Nov,0,1353.56,0,0.5,1.02,1.01
3761,Account566,West,DIAMONDBACK,SCOTTSDALE,AZ,Med,Sep,0,6316.78,0,2.3334,1.1,1.27
3763,Account567,West,WAVE RIDER,SAN DIEGO,CA,High,Mar,2256.26,0,1,0,0.73,0.96
3763,Account567,West,WAVE RIDER,SAN DIEGO,CA,High,Mar,10566.84,0,4,0,0.86,1.36
3763,Account567,West,WAVE RIDER,SAN DIEGO,CA,High,Sep,7154.23,14407.48,3,6,1.07,1.55
3765,Account568,West,DIAMONDBACK,PHOENIX W,AZ,Low,Nov,10500.78,6604.26,3,2,0.91,1.08
3766,Account569,West,DIAMONDBACK,PHOENIX S,AZ,High,Apr,3684.48,3918.77,1,1,1.18,1.23
3766,Account569,West,DIAMONDBACK,PHOENIX S,AZ,High,Jun,19830.63,14346.56,5,4,1.09,0.98
3767,Account570,West,DIAMONDBACK,SCOTTSDALE,AZ,High,Apr,3500.26,0,1,0,0.97,1.43
3768,Account571,West,DIAMONDBACK,SCOTTSDALE,AZ,Med,Jun,0,5652.44,0,2,1.23,1.3
3768,Account571,West,DIAMONDBACK,SCOTTSDALE,AZ,Med,Aug,13419.54,5652.44,5,2,0.91,1.27
3769,Account572,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Jul,2247.38,0,1,0,1.35,1.53
3769,Account572,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Sep,5262.62,0,2,0,0.78,1.12
3769,Account572,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Jul,7893.93,0,3,0,1.1,1.36
3769,Account572,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Jan,2631.31,3946.97,1,1.5,0.99,1.01
3769,Account572,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Aug,15532.64,15723.88,6.0003,6,1.33,1.41
3771,Account573,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Oct,0,4418,0,2,1.03,1.11
3771,Account573,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Oct,11045,15463,5,7,0.78,1.53
3773,Account574,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Oct,2209,4418,1,2,0.77,1.47
3774,Account575,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Mar,0,438.64,0,0.1667,1.05,1.27
3774,Account575,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Oct,0,438.64,0,0.1667,1.27,1.5
3776,Account576,West,DIAMONDBACK,ALBUQUERQUE,NM,Med,May,0,27807.44,0,8,1.24,1.34
3779,Account577,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Jan,0,2631.31,0,1,1.41,1.29
3779,Account577,West,DIAMONDBACK,ALBUQUERQUE,NM,High,Jun,13156.55,10525.24,5,4,0.92,1.18
3780,Account578,West,DIAMONDBACK,EL PASO,TX,Low,Nov,2209,2209,1,1,0.85,1.2
3784,Account579,West,RIPTIDE,LOS ANGELES CENTRAL,CA,High,Nov,3128.34,0,1,0,1.27,1.31
3784,Account579,West,RIPTIDE,LOS ANGELES CENTRAL,CA,High,Jun,8928.56,0,3,0,1.16,1.17
3787,Account580,West,RIPTIDE,LOS ANGELES CENTRAL,CA,High,Apr,0,2968.76,0,1,1.16,1.36
3795,Account582,West,RIPTIDE,LOS ANGELES CENTRAL,CA,High,Apr,13042.22,0,5,0,1.19,1.35
3802,Account583,West,RIPTIDE,LOS ANGELES CENTRAL,CA,High,Mar,3128.34,0,1,0,1.42,0.94
3805,Account584,West,RIPTIDE,LONG BEACH,CA,High,Apr,5457.54,5457.54,2,2,1.03,1.54
3805,Account584,West,RIPTIDE,LONG BEACH,CA,High,May,37008.3,51846.63,14,19,0.8,1.46
3806,Account585,West,RIPTIDE,ANAHEIM,CA,Med,Nov,2797.35,5594.7,1,2,1.31,1.24
3806,Account585,West,RIPTIDE,ANAHEIM,CA,Med,Mar,11189.4,11189.4,4,4,1.19,1.57
3812,Account587,West,RIPTIDE,ANAHEIM,CA,Med,Jan,5398.13,0,2,0,0.76,1.48
3815,Account588,West,RIPTIDE,LONG BEACH,CA,Med,Jun,5477.99,9385.02,2,3,1.34,0.98
3816,Account589,West,RIPTIDE,LOS ANGELES E,CA,High,Jul,2355.09,941.98,0.8333,0.3333,0.91,1.54
3816,Account589,West,RIPTIDE,LOS ANGELES E,CA,High,Apr,10362.9,13659.69,3.6667,4.8332,1.24,1.52
3817,Account590,West,RIPTIDE,LOS ANGELES E,CA,Med,Aug,0,3475.93,0,1,0.79,1.14
3818,Account591,West,RIPTIDE,LOS ANGELES E,CA,Med,Jan,0,6951.86,0,2,1.04,1.04
3818,Account591,West,RIPTIDE,LOS ANGELES E,CA,Med,May,9385.02,13903.72,3,4,0.76,1.4
3820,Account592,West,RIPTIDE,LOS ANGELES N,CA,Low,Jan,7368.96,3475.93,2,1,1.19,1.43
3827,Account593,West,WAVE RIDER,RIVERSIDE,CA,Low,Feb,4418,-2209,2,-1,1.15,1.56
3829,Account594,West,WAVE RIDER,RIVERSIDE,CA,High,Feb,7368.96,6951.86,2,2,1.19,1.42
3831,Account595,West,RIPTIDE,LOS ANGELES E,CA,Med,Feb,9795.94,0,4,0,0.88,1.56
3832,Account596,West,WAVE RIDER,SAN DIEGO,CA,High,Oct,0,4730.72,0,1.6667,1.1,1.35
3832,Account596,West,WAVE RIDER,SAN DIEGO,CA,High,Apr,14413.48,30332.49,5,10.6666,1.17,1.24
3834,Account597,West,WAVE RIDER,LA JOLLA,CA,High,Jan,0,6359,0,2.5,1.09,1.21
3834,Account597,West,WAVE RIDER,LA JOLLA,CA,High,Aug,21383.31,27270.31,8.1666,10.6667,0.7,1.3
3837,Account599,West,WAVE RIDER,SAN DIEGO,CA,High,May,5248.66,0,2,0,1.15,0.99
3837,Account599,West,WAVE RIDER,SAN DIEGO,CA,High,Oct,0,5511.22,0,2.1667,1.4,1.27
3837,Account599,West,WAVE RIDER,SAN DIEGO,CA,High,May,26734.83,52116.61,10.3332,21,1.26,1.44
3838,Account600,West,WAVE RIDER,LA JOLLA,CA,High,Jan,2707.11,0,1,0,0.84,1.55
3839,Account601,West,WAVE RIDER,SAN DIEGO,CA,High,Mar,0,1461.84,0,0.5,0.72,1.02
3841,Account602,West,WAVE RIDER,RIVERSIDE,CA,Med,Sep,0,8533.96,0,3,1.41,1.45
3845,Account603,West,WAVE RIDER,RIVERSIDE,CA,Low,Sep,0,2209,0,1,1.01,0.98
3845,Account603,West,WAVE RIDER,RIVERSIDE,CA,Low,May,4418,0,2,0,0.97,1.57
3846,Account604,West,WAVE RIDER,RIVERSIDE,CA,High,Apr,0,6951.86,0,2,1.25,1.15
3846,Account604,West,WAVE RIDER,RIVERSIDE,CA,High,Jun,9202.19,13903.72,3,4,0.83,1.51
3848,Account605,West,WAVE RIDER,IRVINE,CA,High,Feb,0,3128.34,0,1,1.05,1.25
3848,Account605,West,WAVE RIDER,IRVINE,CA,High,Jul,23636.32,15641.7,8,5,1.01,1.37
3849,Account606,West,WAVE RIDER,IRVINE,CA,Low,May,0,17379.65,0,5,1.36,1.27
3855,Account607,West,RIPTIDE,ANAHEIM,CA,Med,Mar,0,2530.6,0,1,1.23,1.3
3859,Account608,West,RIPTIDE,LOS ANGELES N,CA,High,Sep,0,5717.42,0,2,1.24,1.25
3859,Account608,West,RIPTIDE,LOS ANGELES N,CA,High,Mar,17152.26,14293.55,6,5,0.91,1.48
3861,Account609,West,RIPTIDE,CENTRAL VALLEY,CA,High,Sep,2858.71,8576.13,1,3,1.42,1
3861,Account609,West,RIPTIDE,CENTRAL VALLEY,CA,High,Oct,8159.02,22869.68,3,8,1.29,1.09
3862,Account610,West,RIPTIDE,LOS ANGELES N,CA,Med,Apr,2500.47,0,1,0,1.3,1.3
3863,Account611,West,RIPTIDE,LOS ANGELES N,CA,Med,Sep,8391.6,5297.67,3,2,0.92,1.43
3866,Account612,West,RIPTIDE,CENTRAL VALLEY,CA,High,Oct,2696.28,0,1,0,1.36,1.5
3866,Account612,West,RIPTIDE,CENTRAL VALLEY,CA,High,Apr,15390.86,20783.42,6,8,0.81,1.33
3873,Account613,West,CHARGERS,SAN FRANCISCO,CA,Med,Dec,5770.04,27807.44,2,8,1.04,1.22
3883,Account614,West,CHARGERS,EAST BAY,CA,High,Jul,6256.68,0,2,0,1.27,1.13
3889,Account615,West,CHARGERS,EAST BAY,CA,Med,Feb,7368.96,10427.79,2,3,1.07,1.13
3908,Account616,West,CHARGERS,SAN JOSE,CA,Med,Jun,11045,13254,5,6,0.83,1.19
3911,Account617,West,CHARGERS,MODESTO,CA,Low,Feb,3684.48,0,1,0,1.23,1.44
3912,Account618,West,CHARGERS,MODESTO,CA,Med,Oct,4703.27,5000.94,2,2,1.15,1.23
3912,Account618,West,CHARGERS,MODESTO,CA,Med,Sep,12204.68,35006.58,5,14,1.02,1.08
3913,Account619,West,CHARGERS,MODESTO,CA,High,Mar,0,2161.37,0,1,1.4,1.37
3913,Account619,West,CHARGERS,MODESTO,CA,High,Mar,28176.8,17344.97,11,7,1.3,0.98
3915,Account620,West,CHARGERS,MODESTO,CA,Med,Sep,0,2247.38,0,1,1.41,1.42
3915,Account620,West,CHARGERS,MODESTO,CA,Med,Apr,15294.1,26313.1,5,10,0.94,1.02
3919,Account622,West,CHARGERS,MODESTO,CA,Med,Apr,2826.22,2826.22,1,1,1.38,1.14
3920,Account623,West,CHARGERS,SAN FRANCISCO,CA,Med,Aug,0,5549.08,0,2,0.82,1.2
3920,Account623,West,CHARGERS,SAN FRANCISCO,CA,Med,Sep,11501.06,6497.06,4,2,0.7,1.19
3926,Account624,West,CHARGERS,SACRAMENTO,CA,Med,Mar,2885.02,7788.15,1,3,1.17,1.57
3930,Account625,West,CHARGERS,MODESTO,CA,Med,Aug,0,2500.47,0,1,0.76,1.35
3933,Account626,West,CHARGERS,SACRAMENTO,CA,Med,Oct,2885.02,0,1,0,0.78,1.4
3938,Account627,West,CHARGERS,SACRAMENTO,CA,Med,Sep,3738.5,3128.34,1,1,0.97,1.34
3938,Account627,West,CHARGERS,SACRAMENTO,CA,Med,Oct,11215.5,10580.67,3,3,1.33,1.24
3943,Account628,West,RIPTIDE,CENTRAL COAST,CA,Med,Oct,5717.42,2858.71,2,1,0.73,1.02
3943,Account628,West,RIPTIDE,CENTRAL COAST,CA,Med,May,0,11434.84,0,4,1.17,1.36
3947,Account629,West,RIPTIDE,CENTRAL COAST,CA,Med,Mar,3684.48,0,1,0,1.15,1.31
3948,Account630,West,RIPTIDE,CENTRAL COAST,CA,Med,Jun,4048.38,1042.68,1.1667,0.3333,0.82,1.36
3948,Account630,West,RIPTIDE,CENTRAL COAST,CA,Med,Mar,17793.8,16162.89,5.6667,5.1666,0.77,1.54
3953,Account632,West,NORTHWEST,PORTLAND S,OR,Med,Dec,6256.68,0,2,0,1.06,1.34
3953,Account632,West,NORTHWEST,PORTLAND S,OR,Med,Oct,12056.9,21441.92,4,7,1.33,1.13
3959,Account633,West,NORTHWEST,PORTLAND S,OR,High,Jun,9783.57,28097.15,3,9,1.3,1.51
3966,Account634,West,NORTHWEST,PORTLAND S,OR,High,Sep,0,7501.41,0,3,1.24,1.35
3966,Account634,West,NORTHWEST,PORTLAND S,OR,High,Nov,22206.56,34708.91,9,14,0.97,1.32
3967,Account635,West,NORTHWEST,EUGENE,OR,Med,Jul,0,8186.31,0,3,1.33,1.05
3967,Account635,West,NORTHWEST,EUGENE,OR,Med,Jun,0,32745.24,0,12,1.27,1.48
3968,Account636,West,NORTHWEST,EUGENE,OR,Med,Apr,0,8533.96,0,3,1.19,1.29
3968,Account636,West,NORTHWEST,EUGENE,OR,Med,Sep,0,7788.15,0,3,1.22,1.02
3970,Account637,West,NORTHWEST,EUGENE,OR,High,Nov,2500.47,0,1,0,1.06,1.21
3970,Account637,West,NORTHWEST,EUGENE,OR,High,May,11907.01,4703.27,5,2,1.28,1.48
3972,Account638,West,NORTHWEST,EUGENE,OR,Low,Oct,3313.5,2209,1.5,1,0.89,1.17
3974,Account639,West,NORTHWEST,EUGENE,OR,High,May,0,2663.79,0,1,0.89,1.03
3974,Account639,West,NORTHWEST,EUGENE,OR,High,May,16137.93,22030.76,6,9,1.23,1
3975,Account640,West,NORTHWEST,EUGENE,OR,Med,Mar,0,3475.93,0,1,0.87,0.98
3976,Account641,West,NORTHWEST,EUGENE,OR,High,Jan,3128.34,0,1,0,1.06,1.08
3976,Account641,West,NORTHWEST,EUGENE,OR,High,Feb,18248.55,22133.37,5.8333,8.3333,1,1.08
3978,Account642,West,NORTHWEST,SPOKANE,WA,High,Mar,2209,3475.93,1,1,0.88,1.43
3979,Account643,West,NORTHWEST,SEATTLE S,WA,Low,Aug,0,2202.8,0,1,0.72,1.03
3984,Account644,West,NORTHWEST,SEATTLE S,WA,Med,Apr,0,3475.93,0,1,1.09,1.07
3984,Account644,West,NORTHWEST,SEATTLE S,WA,Med,Oct,0,33744.96,0,10,0.83,1.19
3985,Account645,West,NORTHWEST,SEATTLE S,WA,High,Dec,4385.88,6251.38,1.6668,2.3333,0.7,1.02
3985,Account645,West,NORTHWEST,SEATTLE S,WA,High,Sep,38713.71,35641,14.6675,13.6669,0.99,0.99
3989,Account647,West,NORTHWEST,SEATTLE S,WA,High,Apr,9385.02,0,3,0,0.7,1.33
3989,Account647,West,NORTHWEST,SEATTLE S,WA,High,Jul,9385.02,7591.8,3,3,0.93,1.14
3993,Account648,West,NORTHWEST,TACOMA,WA,High,Nov,0,5456.34,0,2,1.2,0.97
3993,Account648,West,NORTHWEST,TACOMA,WA,High,Aug,0,13640.85,0,5,1.38,0.97
3994,Account649,West,NORTHWEST,TACOMA,WA,High,Jul,7820.85,0,3,0,1.07,1.17
3994,Account649,West,NORTHWEST,TACOMA,WA,High,Sep,17868.27,15530.12,7,6,1.14,1.36
3997,Account650,West,NORTHWEST,TACOMA,WA,High,Jan,3684.48,3475.93,1,1,0.84,1.42
4000,Account651,West,NORTHWEST,TACOMA,WA,Low,Apr,0,2209,0,1,0.72,0.94
4001,Account652,West,NORTHWEST,TACOMA,WA,Med,Feb,0,11304.88,0,4,1.23,1.36
4003,Account653,West,NORTHWEST,SPOKANE,WA,Low,Jun,0,736.26,0,0.3333,1.03,1.25
4007,Account654,West,NORTHWEST,SPOKANE,WA,Med,Jul,0,5457.54,0,2,0.7,1.54
4008,Account655,West,NORTHWEST,SPOKANE,WA,High,Oct,6627,13254,3,6,0.96,1.08
4010,Account656,West,NORTHWEST,SPOKANE,WA,High,Aug,0,5000.94,0,2,1.33,1.27
4024,Account658,East,REVOLUTION,PLAINFIELD,NJ,Low,Aug,0,2209,0,1,0.86,0.93
4030,Account662,East,BIG APPLE,JERSEY CITY,NJ,High,Sep,0,12513.36,0,4,0.83,1.02
4030,Account662,East,BIG APPLE,JERSEY CITY,NJ,High,Sep,22728.37,30370.48,7,10,1.05,1.55
4032,Account663,East,BIG APPLE,NEW YORK CITY N,NY,High,May,5343.76,9424.58,2,3,1.04,1.44
4032,Account663,East,BIG APPLE,NEW YORK CITY N,NY,High,Apr,57953.26,61233.93,19,19,1,0.93
4033,Account664,East,BIG APPLE,NEW YORK CITY N,NY,High,Nov,0,25248.93,0,8,0.79,0.93
4033,Account664,East,BIG APPLE,NEW YORK CITY N,NY,High,May,14205.24,6701.1,3.9997,2,1.16,1.08
4039,Account665,East,BIG APPLE,BRONX,NY,Med,Sep,0,5652.44,0,2,1.28,1.32
4039,Account665,East,BIG APPLE,BRONX,NY,Med,Apr,11664.95,2826.22,4,1,1.37,0.96
4040,Account666,East,BIG APPLE,BRONX,NY,Low,Mar,0,3475.93,0,1,0.98,1.57
4042,Account667,East,BIG APPLE,BROOKLYN,NY,High,Mar,7368.96,3475.93,2,1,0.86,1.03
4044,Account668,East,BIG APPLE,LONG ISLAND E,NY,Low,Nov,0,2968.76,0,1,1.41,1.3
4047,Account669,East,BIG APPLE,LONG ISLAND E,NY,Low,Jun,3684.48,0,1,0,1.35,1.22
4051,Account670,Central,GRIDIRON,CRANBERRY TWP,PA,High,Dec,1353.555,0,1,0,1.1,1.47
4051,Account670,Central,GRIDIRON,CRANBERRY TWP,PA,High,Oct,7401.555,0,5,0,1.01,1.15
4051,Account670,Central,GRIDIRON,PITTSBURGH,PA,High,Dec,1353.555,0,1,0,0.91,1.3
4051,Account670,Central,GRIDIRON,PITTSBURGH,PA,High,May,7401.555,0,5,0,0.8,1.18
4052,Account671,Central,GRIDIRON,JOHNSTOWN,PA,Low,May,2826.22,0,1,0,1.04,1.06
4052,Account671,Central,GRIDIRON,JOHNSTOWN,PA,Low,May,2826.22,0,1,0,0.73,1.56
4055,Account672,East,REVOLUTION,ALLENTOWN,PA,Low,Nov,11053.44,17379.65,3,5,0.86,1.57
4056,Account673,East,REVOLUTION,ALLENTOWN,PA,Med,Apr,3684.48,0,1,0,0.83,1.41
4056,Account673,East,REVOLUTION,ALLENTOWN,PA,Med,Jan,11053.44,0,3,0,1.1,0.98
4056,Account673,East,REVOLUTION,ALLENTOWN,PA,Med,Jul,14737.92,34759.3,4,10,1.01,1.49
4057,Account674,East,REVOLUTION,ALLENTOWN,PA,Low,Jan,830.06,0,0.3333,0,0.93,1.36
4057,Account674,East,REVOLUTION,ALLENTOWN,PA,Low,Sep,6981.99,8836,3.0001,4,1.11,1.11
4061,Account675,East,EMPIRE,SCRANTON,PA,High,Mar,0,1886.69,0,1,0.93,1.56
4061,Account675,East,EMPIRE,SCRANTON,PA,High,Jul,4418,8836,2,4,1.39,1.11
4065,Account676,East,REVOLUTION,PHILADELPHIA N,PA,High,Jun,0,3475.93,0,1,1.28,1.45
4071,Account677,East,REVOLUTION,ALLENTOWN,PA,Low,May,0,2945.26,0,1.3333,0.8,1.51
4071,Account677,East,REVOLUTION,ALLENTOWN,PA,Low,Jan,2469.59,5522.5,1.1666,2.5,1.4,0.94
4072,Account678,East,REVOLUTION,ALLENTOWN,PA,Low,Apr,11045,0,5,0,0.76,0.95
4076,Account679,East,REVOLUTION,PHILADELPHIA DELAWARE,PA,Low,Apr,4418,4418,2,2,0.74,1.3
4079,Account680,East,CONGRESSIONAL,WASHINGTON N,DC,High,Jun,0,5457.54,0,2,1.08,1.32
4079,Account680,East,CONGRESSIONAL,WASHINGTON N,DC,High,Mar,2728.77,21830.16,1,8,0.94,0.99
4080,Account681,East,CONGRESSIONAL,WASHINGTON N,DC,High,Dec,33941.7,26165.76,12,10,0.87,1.51
4081,Account682,East,CONGRESSIONAL,BALTIMORE W,MD,Med,Jan,0,5087.2,0,2,1.39,1.37
4081,Account682,East,CONGRESSIONAL,BALTIMORE W,MD,Med,Jun,18248.65,17805.2,7,7,0.91,1.12
4082,Account683,East,CONGRESSIONAL,BALTIMORE E,MD,Low,Feb,0,4418,0,2,0.76,1.55
4082,Account683,East,CONGRESSIONAL,BALTIMORE E,MD,Low,Jan,8836,13535.43,4,6,1.13,1.36
4085,Account684,East,CONGRESSIONAL,BALTIMORE W,MD,High,Sep,0,21799,0,7,0.74,1.56
4085,Account684,East,CONGRESSIONAL,BALTIMORE W,MD,High,Oct,25107.44,62444.09,8,20,1.41,0.96
4086,Account685,East,VICTORY,WINCHESTER,VA,High,Jan,2745.98,0,1,0,1.12,1.08
4086,Account685,East,VICTORY,WINCHESTER,VA,High,Nov,0,5717.42,0,2,1.24,1.52
4087,Account686,East,CONGRESSIONAL,BALTIMORE W,MD,Med,Dec,10427.8,0,4,0,1.41,1.15
4089,Account687,East,CONGRESSIONAL,BALTIMORE E,MD,Med,Mar,0,3475.93,0,1,0.87,1.24
4090,Account688,East,VICTORY,WINCHESTER,VA,High,Dec,2641.71,6256.68,1,2,0.9,1.25
4090,Account688,East,VICTORY,WINCHESTER,VA,High,Nov,10597.01,18770.04,4,6,1.32,1.37
4092,Account689,East,VICTORY,ALEXANDRIA,VA,Med,Feb,5909.08,0,2,0,1.4,1.44
4092,Account689,East,VICTORY,ALEXANDRIA,VA,Med,Jul,2954.54,0,1,0,0.98,1.14
4093,Account690,East,VICTORY,HAMPTON,VA,Low,Feb,0,4993.12,0,2,1.01,1.07
4093,Account690,East,VICTORY,HAMPTON,VA,Low,Sep,10288.76,17475.92,4,7,0.92,1.04
4094,Account691,East,VICTORY,VIRGINIA BEACH,VA,High,Jul,2500.47,0,1,0,0.74,1.04
4094,Account691,East,VICTORY,VIRGINIA BEACH,VA,High,Jan,7501.41,10001.88,3,4,0.82,0.97
4097,Account692,East,THE CAROLINAS,GREENSBORO,NC,Low,Sep,2209,2209,1,1,0.96,0.99
4097,Account692,East,THE CAROLINAS,GREENSBORO,NC,Low,Aug,11045,6627,5,3,0.87,1.48
4102,Account693,East,THE CAROLINAS,GREENSBORO,NC,High,Jul,0,866.19,0,0.3333,1.02,1.25
4102,Account693,East,THE CAROLINAS,GREENSBORO,NC,High,Apr,2606.95,866.19,1,0.3333,1.1,0.99
4103,Account694,East,THE CAROLINAS,DURHAM,NC,Med,Dec,6627,8836,3,4,1.1,1.11
4105,Account695,East,THE CAROLINAS,GREENVILLE,NC,High,May,2434.38,0,1,0,1.31,0.95
4105,Account695,East,THE CAROLINAS,GREENVILLE,NC,High,Dec,2850.26,0,1,0,1.41,1.36
4105,Account695,East,THE CAROLINAS,GREENVILLE,NC,High,Aug,0,5059.38,0,2,1.23,1.54
4105,Account695,East,THE CAROLINAS,GREENVILLE,NC,High,Apr,5700.52,21432,2,8,1.38,0.97
4107,Account696,East,THE CAROLINAS,COLUMBIA,SC,High,Nov,2850.26,0,1,0,0.88,1.54
4107,Account696,East,THE CAROLINAS,COLUMBIA,SC,High,Dec,2850.26,0,1,0,1,1.36
4107,Account696,East,THE CAROLINAS,COLUMBIA,SC,High,Jul,0,3475.93,0,1,1.37,1.46
4107,Account696,East,THE CAROLINAS,COLUMBIA,SC,High,Mar,0,10427.79,0,3,1.17,1.51
4110,Account697,East,ORION,AUGUSTA,GA,High,Jul,4699.43,4980.86,2,2,0.98,1.25
4111,Account698,East,ORION,SAVANNAH,GA,High,Jul,0,9992.92,0,4,1.1,0.93
4111,Account698,East,ORION,SAVANNAH,GA,High,Aug,13238.83,27898.24,4.8334,11,0.8,1.44
4115,Account699,East,GULF STREAM,MIAMI S,FL,Low,May,5213.9,0,2,0,0.71,1.48
4115,Account699,East,GULF STREAM,MIAMI S,FL,Low,May,2606.95,5457.54,1,2,1.42,1.37
4117,Account701,East,GULF STREAM,WEST PALM BEACH,FL,Med,Jul,5074.86,2530.6,2,1,1.27,1.49
4117,Account701,East,GULF STREAM,WEST PALM BEACH,FL,Med,Jul,12687.15,17344.97,5,7,1.28,1.11
4118,Account702,East,ORION,SAINT PETERSBURG,FL,High,Nov,2631.31,0,1,0,1.24,1.06
4120,Account703,East,GULF STREAM,TAMPA,FL,High,Sep,0,2631.31,0,1,1.19,1.07
4120,Account703,East,GULF STREAM,TAMPA,FL,High,May,4878.69,10141.31,2,4,1.08,1.26
4121,Account704,East,GULF STREAM,FORT MYERS,FL,Med,Feb,0,2209,0,1,1.17,1.39
4121,Account704,East,GULF STREAM,FORT MYERS,FL,Med,Feb,23009.76,21445.38,11,10,1.36,1.41
4123,Account705,East,ORION,SAINT PETERSBURG,FL,High,Sep,0,7893.93,0,3,0.89,1.09
4123,Account705,East,ORION,SAINT PETERSBURG,FL,High,Feb,18370.47,25929.17,7,10,1.2,1.29
4125,Account706,East,SYNERGY,CHATTANOOGA,TN,Low,Jan,20162.43,24580.43,9,11,0.88,1.56
4126,Account707,Central,MUDDY WATERS,JACKSON,MS,High,Nov,6857.85,0,3,0,0.76,1.39
4126,Account707,Central,MUDDY WATERS,JACKSON,MS,High,Nov,26764.7,0,10,0,1.01,1.47
4126,Account707,Central,MUDDY WATERS,JACKSON,MS,High,Nov,0,8186.31,0,3,0.98,1.2
4126,Account707,Central,MUDDY WATERS,JACKSON,MS,High,Jul,13827.93,27287.7,5,10,1.35,1.1
4127,Account708,Central,KINETIC,LEXINGTON,KY,High,Jan,0,17379.65,0,5,1.13,1.02
4128,Account709,Central,GRIDIRON,AKRON,OH,Med,Jun,0,9176.46,0,3,0.75,1.48
4129,Account710,Central,KINETIC,CINCINNATI S,OH,High,Feb,2728.77,13643.85,1,5,1.09,1.23
4130,Account711,Central,KINETIC,DAYTON,OH,Med,Oct,0,4673.9,0,2,0.93,1.34
4130,Account711,Central,KINETIC,DAYTON,OH,Med,Oct,15872.98,7194.76,6,3,1.08,1.18
4131,Account712,Central,RACEWAY,BLOOMINGTON,IN,High,Aug,0,27287.7,0,10,1.21,0.97
4131,Account712,Central,RACEWAY,BLOOMINGTON,IN,High,Jan,0,24558.93,0,9,1.25,1.12
4132,Account713,Central,WOLVERINE,KALAMAZOO,MI,High,Apr,0,3475.93,0,1,1.1,1.12
4132,Account713,Central,WOLVERINE,KALAMAZOO,MI,High,Jan,12056.9,10870.63,4,3,1.29,1.41
4135,Account714,Central,RACEWAY,OWENSBORO,KY,High,Jan,3048.39,5905.82,1,2,0.99,1.4
